Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,|lnRR|,Raw RR,OA as Percent of Control,...18
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Fig 1, 1000 +- 300 uatm",Juvenile,0.2754,1.3171,75.927,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Fig 1, 1000 +- 500 uatm",Juvenile,0.0972,1.1021,90.737,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 1, 1000 uatm",Juvenile,2.4486,11.5721,8.641,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 1, 1000 +- 300 uatm",Juvenile,1.6917,5.4287,18.421,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 1, 1000 +- 500 uatm",Juvenile,1.7918,6.0002,16.666,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Fig 2, 750 uatm",Juvenile,0.4855,1.625,61.539,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Fig 2, 700 +- 300 uatm",Juvenile,0.0968,1.1016,90.774,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Fig 2, 1000 uatm",Juvenile,0.5108,1.6666,60.002,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Fig 2, 1000 +- 300 uatm",Juvenile,0.4608,1.5853,63.078,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 2, 750 uatm",Juvenile,0.6391,1.8948,52.777,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 2, 750 +- 300 uatm",Juvenile,0.3137,1.3685,73.074,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Amphiprion percula,Trop,Yes,Predator,"% time in cue, 1000 uatm",Juvenile,1.1665,3.2107,31.146,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Amphiprion percula,Trop,Yes,Predator,"% time in cue, 1000 +- 300 uatm",Juvenile,0.7445,2.1054,47.497,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, stable, January",Juvenile,0.0792,1.0824,92.386,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, oscillating, January",Juvenile,0.009,1.009,99.104,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, stable, September",Juvenile,0.0399,1.0407,96.089,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, oscillating, September",Juvenile,0.0075,1.0075,99.253,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Time near walls, stable",Juvenile,0.1834,1.2013,83.244,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Time near walls, oscillating",Juvenile,0.0212,1.0214,97.902,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Inter-individual distance, stable",Juvenile,0.011,1.0111,98.906,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Inter-individual distance, oscillating",Juvenile,0.0676,1.0699,93.463,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Novel object + kin,"Fig 3, Time near object, stable",Juvenile,0.0167,1.0168,98.344,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Novel object + kin,"Fig 3, Time near object, oscillating",Juvenile,0.0594,1.0612,94.233,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 3, Inter-individual distance, stable",Juvenile,0.1032,1.1087,90.195,NA
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 3, Inter-individual distance, oscillating",Juvenile,0.0581,1.0598,94.356,NA
a66,Pistevos et al,2016,2017,Ocean acidification alters temperature and salinity preferences in larval fish,Oecologia,3.13,3.127,Lates calcarifer,Trop,Yes,Physical Seawater,% time in warm water,Larvae,0.2229,1.2497,80.019,NA
a66,Pistevos et al,2016,2017,Ocean acidification alters temperature and salinity preferences in larval fish,Oecologia,3.13,3.127,Lates calcarifer,Trop,Yes,Physical Seawater,% time in lower salinity water,Larvae,0.5239,1.6886,59.221,NA
a66,Pistevos et al,2016,2017,Ocean acidification alters temperature and salinity preferences in larval fish,Oecologia,3.13,3.127,Lates calcarifer,Trop,Yes,Physical Seawater,% time in estuary cue,Larvae,0.2763,1.3182,75.859,NA
a67,Pistevos et al,2016,2017,Antagonistic effects of ocean acidification and warming on hunting sharks,Oikos,4.03,3.709,Heterodontus portusjacksoni,Subtrop,Yes,Prey,% time spent in prey zone,Larvae,0.3716,1.4501,68.963,NA
a67,Pistevos et al,2016,2017,Antagonistic effects of ocean acidification and warming on hunting sharks,Oikos,4.03,3.709,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Total distance,Larvae,0.0991,1.1042,90.565,NA
a67,Pistevos et al,2016,2017,Antagonistic effects of ocean acidification and warming on hunting sharks,Oikos,4.03,3.709,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Time to accept food,Larvae,0.8694,2.3855,41.92,NA
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,Boreogadus saida,Polar,No,null,Spontaneous activity,Juvenile,0.1411,1.1515,86.84,NA
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,Boreogadus saida,Polar,No,null,Absolute lateralization,Juvenile,0.2741,1.3153,76.026,NA
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,Gadus morhua,Polar,No,null,Spontaneous activity,Juvenile,0.0235,1.0238,97.677,NA
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,Gadus morhua,Polar,No,null,Absolute lateralization,Juvenile,0.1692,1.1844,84.434,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate + habitat,"Time zig-zag, female in cylinder",Adult,0.2705,1.3106,76.3,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate + habitat,"Time fanning, female in cylinder",Adult,0.1934,1.2134,82.415,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate + habitat,"# leads to nest, female in cylinder",Adult,0.0946,1.0992,90.974,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate + habitat,"# times gluing on nest, female in cylinder",Adult,0.1271,1.1355,88.065,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Habitat,"Time zig-zag, female free",Adult,1.9965,7.3632,13.581,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Habitat,"Time fanning, female free",Adult,1.2142,3.3676,29.695,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Habitat,"# leads to nest, female free",Adult,0.49370000000000003,1.6384,61.036,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Habitat,"# times gluing on nest, female free",Adult,0.2657,1.3043,76.667,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate,Latency until first mating attempt,Adult,0.4628,1.5885,62.952,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate,Latency until successful mating,Adult,0.1178,1.125,88.887,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate,Mating duration,Adult,0.0753,1.0782,92.747,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate,Number of bites at female,Adult,0.5097,1.6648,60.068,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Mate,Number of mating attempts,Adult,0.9174,2.5028,39.956,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 2",Adult,0.1443,1.1552,86.563,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 3",Adult,0.0023,1.0023,99.77,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 4",Adult,0.0195,1.0197,98.069,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 5",Adult,0.0821,1.0856,92.118,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 6",Adult,0.1277,1.1362,88.012,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 7",Adult,0.2584,1.2949,77.229,NA
a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,Gasterosteus aculeatus,Subtrop,Yes,Offspring (kin),"Fanning, day 8",Adult,0.1914,1.2109,82.58,NA
a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,Acanthochromis polyacanthus,Trop,No,null,Mean swimming duration,Juvenile,0.0898,1.094,91.411,NA
a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,Acanthochromis polyacanthus,Trop,No,null,Mean swimming distance,Juvenile,0.0496,1.0509,95.161,NA
a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,Acanthochromis polyacanthus,Trop,No,null,"Change in swim duration, sham",Juvenile,NA,NA,NA,NA
a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,Acanthochromis polyacanthus,Trop,No,null,"Change in swim distance, sham",Juvenile,NA,NA,NA,NA
a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,Acanthochromis polyacanthus,Trop,Yes,Predator,"Change in swim duration, predator",Juvenile,0.1574,1.1705,85.436,NA
a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,Acanthochromis polyacanthus,Trop,Yes,Predator,"Change in swim distance, predator",Juvenile,0.383,1.4667,68.181,NA
a71,Welch & Munday,2017,2017,Heritability of behavioural tolerance to high CO2 in a coral reef fish is masked by nonadaptive phenotypic plasticity,Evol Appl,4.694,4.694,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in CAC, control fathers, MARFU (lab), acute",Larvae,0.7175,2.0493,48.797,NA
a71,Welch & Munday,2017,2017,Heritability of behavioural tolerance to high CO2 in a coral reef fish is masked by nonadaptive phenotypic plasticity,Evol Appl,4.694,4.694,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in CAC, control fathers, MARFU (lab), chronic",Larvae,0.9427,2.5669,38.957,NA
a71,Welch & Munday,2017,2017,Heritability of behavioural tolerance to high CO2 in a coral reef fish is masked by nonadaptive phenotypic plasticity,Evol Appl,4.694,4.694,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in CAC, contol fathers, LIRS (field), acute",Larvae,0.8067,2.2405,44.633,NA
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales,Conserv Physiol,3.46,3.46,Sebastes spp.,Trop,Yes,null,"New area explored, 1 week, seawater cue",Juvenile,0.2111,1.235,80.969,NA
