lab,es_id,yi_r,vi_r,yi_d,vi_d,ni,country,weird,western,educated,industrialized,rich,democratic,mean_weird_score,online,analysis
poitiers,1217,0.33303,0.01838,0.69014,0.09632,44,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,lab,Alter.1
potsdam,1218,-0.00327,0.01111,-0.00646,0.04396,91,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,online,Alter.1
pscio,1219,-0.09033,0.01185,-0.17928,0.04784,84,Uruguay,0,1,0.71,0.09,0,0.74,0.508,lab,Alter.1
psuabington,1220,-0.16486,0.01088,-0.33185,0.04646,88,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
psuabingtontab,1221,-0.00508,0.01333,-0.01039,0.05655,76,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
psumain,1222,0.04684,0.0126,0.09272,0.05018,80,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
purkyne,1223,-0.0515,0.00726,-0.1024,0.02903,138,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Alter.1
sandiegosu,1224,0.00843,0.00585,0.01685,0.02351,172,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
santiagoon,1225,0.21545,0.01624,0.43405,0.07202,57,Chile,1,1,0.75,1,0,0.73,0.696,online,Alter.1
swps,1226,-0.03671,0.01096,-0.07268,0.04353,92,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Alter.1
tamu,1227,-0.09279,0.01035,-0.18459,0.04192,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
tilburg,1228,-0.06659,0.01054,-0.13225,0.04231,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Alter.1
tilburgcaf,1229,0.22145,0.01206,0.44956,0.05429,76,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Alter.1
tilburgcomm,1230,-0.07525,0.00989,-0.15345,0.04189,101,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,online,Alter.1
toronto,1231,0.06072,0.00288,0.12131,0.01158,346,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Alter.1
tufts,1232,-0.08568,0.01173,-0.17139,0.04803,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
ubc,1233,0.07787,0.01251,0.15667,0.05173,80,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Alter.1
ubctab,1234,-0.06161,0.01359,-0.12402,0.05616,74,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Alter.1
ucron,1235,0.08698,0.01059,0.17375,0.0432,94,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,online,Alter.1
udd,1236,-0.0646,0.01153,-0.1284,0.04637,87,Chile,1,1,0.75,1,0,0.73,0.696,lab,Alter.1
ufl,1237,-0.10976,0.00879,-0.22322,0.03737,112,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
uiuc,1238,-0.02648,0.00504,-0.05274,0.02013,199,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
umich,1239,-0.13781,0.01119,-0.27521,0.04647,87,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
unam,1240,-0.09026,0.00708,-0.18026,0.02878,140,Mexico,0,1,0.64,0.13,0,0.58,0.47000000000000003,online,Alter.1
unibelgrade,1241,0.15135,0.01208,0.30247,0.0506,80,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Alter.1
uva,1242,-0.11822,0.01246,-0.23525,0.05106,79,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
vuamsterdam,1243,0.02748,0.01297,0.05434,0.05144,78,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Alter.1
vuw,1244,0.051090000000000003,0.01036,0.10126,0.04129,97,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Alter.1
washlee,1245,-0.10604,0.01029,-0.21333,0.04281,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
wilfredlaur,1246,-0.08725,0.01094,-0.17332,0.04417,91,Canada,1,1,0.85,0.45,1,0.79,0.818,lab,Alter.1
williampat,1247,0.1073,0.00821,0.21452,0.03367,120,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
winchester,1248,5.1e-4,0.0073,0.00101,0.02901,138,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Alter.1
wpi,1249,0.0285,0.01189,0.05815,0.05014,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Alter.1
wroclaw,1250,-0.18332,0.01038,-0.37395,0.04595,91,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Alter.1
zhejiang,1251,-0.03148,0.01296,-0.06225,0.05144,78,China,0,0,0.61,0.08,0,0.74,0.286,NA,Alter.1
amity,1252,-0.06569,0.00631,-0.13134,0.02557,158,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Risen.3
amityon,1253,0.24858,0.01873,0.50422,0.08656,48,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Risen.3
armstrong,1254,0.14633,0.0114,0.29399,0.0481,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
aus2,1255,0.2133,0.00512,0.43618,0.02308,179,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Risen.3
badaniaon,1256,0.25076,0.02091,0.50933,0.09731,43,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Risen.3
bogota,1257,0.01071,0.0099,0.02136,0.03977,102,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Risen.3
brookcuny,1258,0.21793,0.00501,0.44545,0.02265,182,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
carleton,1259,0.03151,0.00839,0.06253,0.03336,120,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Risen.3
cas,1260,-0.0364,0.02168,-0.07142,0.08551,47,China,0,0,0.61,0.08,0,0.74,0.286,lab,Risen.3
csunorthonline,1261,0.0916,0.0113,0.18206,0.04574,88,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
fmkbelgrade,1262,0.22259,0.00877,0.45231,0.03946,104,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Risen.3
georgefox,1263,0.1277,0.00701,0.25645,0.02919,139,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
grazvienna,1264,0.11224,0.00947,0.22578,0.03942,104,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
hawaiion,1265,0.07193,0.00811,0.14386,0.03297,123,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
help,1266,0.13404,0.01084,0.26755,0.04486,90,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Risen.3
isb,1267,0.00891,0.00535,0.01784,0.02157,188,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Risen.3
jmu,1268,0.07937,0.01176,0.16144,0.04969,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
jos,1269,0.04224,0.0106,0.08472,0.04322,95,Nigeria,0,1,0.43,0.003,0,0.4,0.3665999999999999,lab,Risen.3
kenyon,1270,0.24773,0.00855,0.50646,0.03969,104,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
krakowon,1271,0.2366,0.00909,0.48269,0.04168,99,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Risen.3
kwazulu,1272,0.22797,0.01183,0.4625,0.05342,77,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Risen.3
louvain,1273,0.18689,0.00922,0.38147,0.04092,102,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Risen.3
loyola,1274,0.11394,0.00334,0.23044,0.01396,293,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
lse,1275,0.19273,0.00835,0.38956,0.03644,112,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Risen.3
mcdanielonline,1276,-0.00141,0.00625,-0.00281,0.02496,161,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
metu,1277,0.20386,0.00735,0.41314,0.03242,126,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Risen.3
moralsense,1278,0.06773,0.00119,0.1356,0.00481,834,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
mturk,1279,0.04252,0.00294,0.08487,0.01178,340,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
mturk_india,1280,-0.1083,0.00272,-0.21745,0.01119,360,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Risen.3
munich,1281,0.05727,0.01197,0.11365,0.04794,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Risen.3
munichon,1282,0.16465,0.00444,0.33253,0.01898,214,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Risen.3
northumbria,1283,0.15395,0.01222,0.30767,0.05124,79,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Risen.3
osnabruck,1284,0.26587,0.01016,0.54529,0.04827,86,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Risen.3
ouhk,1285,0.21307,0.0136,0.43043,0.06039,68,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Risen.3
padua,1286,0.40631,0.00894,0.88376,0.05624,79,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Risen.3
pascal,1287,0.21756,0.00525,0.44325,0.02356,174,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Risen.3
psualtoona,1288,-0.0269,0.00567,-0.05351,0.02261,177,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
puc,1289,-0.01518,0.01249,-0.03039,0.05069,81,Chile,1,1,0.75,1,0,0.73,0.696,online,Risen.3
queensland2,1290,0.09803,0.00711,0.19884,0.02988,139,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Risen.3
ritonline,1291,0.18453,0.01098,0.37202,0.04754,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
rotterdam,1292,0.16213,0.01248,0.32499,0.05285,77,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Risen.3
salford,1293,0.027,0.00979,0.0535,0.03885,103,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Risen.3
seznam,1294,0.26626,0.01053,0.54611,0.05005,83,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Risen.3
seznamon,1295,0.08314,0.00843,0.1663,0.03437,118,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Risen.3
simmons,1296,-0.11644,0.01024,-0.23203,0.04195,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
swps,1297,0.14843,0.01087,0.3038,0.04761,89,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Risen.3
tamu,1298,0.20921,0.01089,0.4264,0.04893,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
tamucc,1299,0.01669,0.01136,0.03327,0.04565,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
tanzania,1300,0.10897,0.01526,0.219,0.06372,65,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Risen.3
tilburg,1301,0.07052,0.01053,0.1401,0.04233,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Risen.3
tilburgcaf,1302,0.18655,0.01165,0.38165,0.05204,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Risen.3
ulatina,1303,0.04069,0.00477,0.0811,0.01908,210,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Risen.3
umich,1304,0.10186,0.01152,0.20288,0.04698,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
uned,1305,-0.09909,0.01167,-0.19693,0.04735,85,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Risen.3
unswonline,1306,0.22442,0.00939,0.45584,0.04231,97,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Risen.3
vcu,1307,0.06981,0.01042,0.141,0.04329,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
vuw,1308,0.06245,0.01012,0.12438,0.04082,99,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Risen.3
westernkentucky,1309,0.14444,0.00595,0.29157,0.0252,162,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Risen.3
yale,1310,0.15674,0.00337,0.31751,0.01442,283,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Risen.3
amity,1311,-0.01426,0.00122,-0.02852,0.00489,133,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Savani.3a
amityon,1312,-0.00656,0.00485,-0.01312,0.01939,37,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Savani.3a
armstrong,1313,-0.05352,0.00407,-0.10719,0.01644,58,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
aus2,1314,-0.10525,0.00136,-0.21167,0.00563,136,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Savani.3a
bogota,1315,-0.06954,0.00282,-0.13941,0.01143,88,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Savani.3a
brookcuny,1316,-0.07985,0.00146,-0.16021,0.00595,130,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
carleton,1317,-0.11955,0.00237,-0.24082,0.00989,93,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Savani.3a
cas,1318,0.066,0.00432,0.1323,0.01752,43,China,0,0,0.61,0.08,0,0.74,0.286,lab,Savani.3a
csunorthonline,1319,-0.06274,0.00289,-0.12573,0.01168,72,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
fmkbelgrade,1320,-0.16531,0.00355,-0.33524,0.01544,78,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Savani.3a
georgefox,1321,-0.20992,0.0023,-0.4294,0.01054,97,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
grazvienna,1322,-0.15363,0.00401,-0.31095,0.01722,62,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
hawaiion,1323,-0.25764,0.00173,-0.53329,0.00849,110,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
help,1324,-0.08573,0.00287,-0.17208,0.01173,68,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Savani.3a
isb,1325,-0.01638,0.00133,-0.03277,0.00532,122,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Savani.3a
jmu,1326,-0.19343,0.00295,-0.39431,0.01321,76,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
kenyon,1327,-0.01462,0.00319,-0.02925,0.01279,79,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
krakowon,1328,-0.03679,0.0027,-0.07363,0.01085,84,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Savani.3a
kwazulu,1329,-0.21199,0.00249,-0.43383,0.01145,58,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Savani.3a
louvain,1330,-0.16692,0.00246,-0.33859,0.0107,75,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Savani.3a
loyola,1331,-0.1419,8.2e-4,-0.28669,0.00347,266,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
lse,1332,-0.13749,0.00236,-0.27762,0.01,91,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Savani.3a
mcdanielonline,1333,-0.17416,0.00171,-0.35373,0.00752,125,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
metu,1334,-0.10228,0.00248,-0.20564,0.01025,88,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Savani.3a
moralsense,1335,-0.05289,3.5e-4,-0.10593,0.00141,641,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
mturk,1336,-0.04042,7.1e-4,-0.08091,0.00285,323,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
mturk_india,1337,-0.03876,5e-4,-0.07757,0.002,325,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Savani.3a
munich,1338,-0.02247,0.00356,-0.04495,0.01426,61,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Savani.3a
munichon,1339,-0.1168,0.00208,-0.23521,0.00866,140,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Savani.3a
northumbria,1340,0.03231,0.00365,0.06465,0.01465,68,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Savani.3a
osnabruck,1341,-0.09318,0.00678,-0.18718,0.02786,36,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Savani.3a
ouhk,1342,-0.06958,0.00506,-0.1395,0.02053,56,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Savani.3a
padua,1343,-0.12935,0.00448,-0.26088,0.01886,42,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Savani.3a
pascal,1344,-0.12768,0.00287,-0.25747,0.01208,57,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Savani.3a
psualtoona,1345,-0.13576,0.0019,-0.27406,0.00804,122,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
puc,1346,-0.11202,0.00349,-0.22546,0.01451,56,Chile,1,1,0.75,1,0,0.73,0.696,online,Savani.3a
queensland2,1347,-0.07944,0.00224,-0.15939,0.00914,98,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Savani.3a
ritonline,1348,-0.26656,0.00282,-0.55312,0.01406,74,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
rotterdam,1349,-0.09207,0.00424,-0.18493,0.0174,50,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Savani.3a
salford,1350,-0.07787,0.00341,-0.15622,0.01389,70,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Savani.3a
seznam,1351,-0.02296,0.0088,-0.04593,0.03524,35,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Savani.3a
seznamon,1352,-0.07068,0.00369,-0.1417,0.015,71,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Savani.3a
simmons,1353,-0.1048,0.00446,-0.21077,0.01842,55,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
swps,1354,-0.01665,0.00395,-0.0333,0.0158,65,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Savani.3a
tamu,1355,-0.21038,0.00338,-0.43039,0.01548,71,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
tamucc,1356,-0.22523,0.00265,-0.46234,0.01241,81,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
tanzania,1357,0.02071,0.00428,0.04143,0.01712,36,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Savani.3a
tilburg,1358,-0.16612,0.00354,-0.33693,0.01538,78,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Savani.3a
tilburgcaf,1359,-0.10629,0.00446,-0.21378,0.01847,61,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Savani.3a
ulatina,1360,-0.20017,0.00118,-0.40862,0.00535,157,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Savani.3a
umich,1361,-0.2006,0.00373,-0.40953,0.01687,70,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
uned,1362,-0.23605,0.0041,-0.48582,0.01947,58,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Savani.3a
unswonline,1363,-0.16311,0.0033,-0.33066,0.0143,73,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Savani.3a
vcu,1364,-0.05951,0.00295,-0.11924,0.01191,81,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
vuw,1365,-0.21626,0.00252,-0.443,0.01163,81,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Savani.3a
westernkentucky,1366,-0.22917,0.00174,-0.47087,0.00818,138,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Savani.3a
yale,1367,-0.01438,0.00108,-0.02877,0.00431,229,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Savani.3a
armstrong,1368,-0.16842,0.01816,-0.33575,0.07678,53,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
aus2,1369,-0.14584,0.01294,-0.29405,0.05508,75,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Zaval.3
bogota,1370,0.10717,0.01576,0.2128,0.06425,63,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Zaval.3
brookcuny,1371,-0.07345,0.00933,-0.14622,0.03764,107,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
carleton,1372,0.11438,0.01546,0.23074,0.06519,64,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Zaval.3
csunorthonline,1373,-0.14686,0.01877,-0.2914,0.07785,52,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
fmkbelgrade,1374,0.04494,0.01779,0.08873,0.07079,57,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Zaval.3
georgefox,1375,-0.05868,0.01211,-0.11634,0.04845,83,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
grazvienna,1376,-0.11149,0.013,-0.22142,0.05295,76,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
hawaiion,1377,-0.18078,0.01418,-0.36246,0.0608,67,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
jmu,1378,0.13,0.02416,0.25582,0.09842,41,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
kenyon,1379,0.01938,0.01561,0.03923,0.06501,65,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
krakowon,1380,0.31219,0.01733,0.66449,0.09349,48,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Zaval.3
kwazulu,1381,-0.18543,0.0222,-0.37352,0.09718,43,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Zaval.3
louvain,1382,0.06807,0.02022,0.14332,0.09212,50,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Zaval.3
loyola,1383,0.07947,0.00546,0.15973,0.02237,182,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
lse,1384,-0.01278,0.01922,-0.02508,0.0755,53,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Zaval.3
mcdanielonline,1385,-0.00488,0.00847,-0.00968,0.03362,119,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
metu,1386,0.31914,0.01322,0.66289,0.06813,62,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Zaval.3
moralsense,1387,-0.08459,0.0021,-0.16948,0.00855,470,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
mturk,1388,0.10354,0.00424,0.2075,0.01737,232,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
mturk_india,1389,0.03005,0.02627,0.05859,0.10268,39,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Zaval.3
munichon,1390,0.05418,0.00588,0.10864,0.02389,170,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Zaval.3
northumbria,1391,0.08319,0.02405,0.16598,0.09915,42,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Zaval.3
osnabruck,1392,-0.02176,0.01491,-0.04297,0.05904,68,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Zaval.3
padua,1393,0.07065,0.01707,0.14172,0.07041,59,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Zaval.3
pascal,1394,-0.12368,0.01102,-0.24685000000000001,0.04543,89,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Zaval.3
psualtoona,1395,-0.07057,0.00825,-0.14045,0.0332,121,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
puc,1396,0.29211,0.0178,0.59853,0.08721,48,Chile,1,1,0.75,1,0,0.73,0.696,online,Zaval.3
queensland2,1397,-0.24461,0.01498,-0.49716,0.06902,60,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Zaval.3
ritonline,1398,0.12349,0.01732,0.25111,0.07458,57,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
salford,1399,0.08941,0.01406,0.17843,0.05748,71,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Zaval.3
seznam,1400,0.04475,0.01509,0.09053,0.06291,67,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Zaval.3
seznamon,1401,-0.0029,0.01124,-0.00573,0.04447,90,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Zaval.3
simmons,1402,-0.10333,0.01439,-0.20848,0.06042,69,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
swps,1403,-0.37507,0.0211,-0.79756,0.12312,36,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Zaval.3
tamu,1404,-0.13121,0.01558,-0.26051,0.06405,63,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
tamucc,1405,-0.0141,0.0196,-0.02767,0.07704,52,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
tilburg,1406,-0.27506,0.01553,-0.56224,0.07434,56,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Zaval.3
tilburgcaf,1407,0,0.03226,0,0.125,32,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Zaval.3
ulatina,1408,-0.0505,0.01244,-0.10342,0.05301,81,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Zaval.3
umich,1409,0.1853,0.01581,0.371,0.06789,60,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
unswonline,1410,-0.23956,0.0141,-0.48596,0.06441,64,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Zaval.3
vcu,1411,0.00746,0.01449,0.01501,0.05953,70,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
vuw,1412,0.04595,0.01688,0.09066,0.06703,60,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Zaval.3
westernkentucky,1413,0.16793,0.00891,0.34002,0.03848,107,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Zaval.3
yale,1414,-0.14023,0.00481,-0.2831,0.02028,201,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Zaval.3
